set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_2,keyword_3
SOR,87,Darth Vader,Commanding the First Legion,TRUE,Unit,"Command,Villainy",7,"Force,Imperial,Sith","Ambush

When Played: Search the top 10 cards of your deck for any number of {Villainy} units with combined cost 3 or less and play each of them for free.",,0,5,7,4,Ivan Dedov,12/25/2023,FFG,https://www.instagram.com/p/C1SC47NJxSl/,196,0,0,0,1,Ambush,,
SOR,73,Moment of Peace,,FALSE,Event,Vigilance,1,Innate,Give a Shield token to a unit.,,,,,1,Joshua Carson,12/27/2023,Nerdly,https://www.nerdly.co.uk/2023/12/27/exclusive-sneak-peek-at-3-upcoming-star-wars-unlimited-trading-cards/,,,,,,,,
SOR,98,Echo Base Defender,,FALSE,Unit,"Command,Heroism",3,"Rebel,Trooper",,Sentinel,0,4,3,1,Thomas Wievegg,12/27/2023,Nerdly,https://www.nerdly.co.uk/2023/12/27/exclusive-sneak-peek-at-3-upcoming-star-wars-unlimited-trading-cards/,198,0,0,0,0,Sentinel,,
SOR,133,Seventh Sister,Implacable Inquisitor,TRUE,Unit,"Aggression,Villainy",5,"Force,Imperial,Inquisitor","Saboteur

When this unit deals combat damage to an opponent's base: You may deal 3 damage to a ground unit that opponent controls.",,0,3,6,3,Lenka Šime?ková,12/27/2023,Nerdly,https://www.nerdly.co.uk/2023/12/27/exclusive-sneak-peek-at-3-upcoming-star-wars-unlimited-trading-cards/,199,0,0,3,0,Saboteur,,
SOR,209,Pirated Starfighter,,FALSE,Unit,Cunning,2,"Underworld,Vehicle,Fighter","Raid 1

When Played: Return a friendly non-leader unit to its owner's hand.",,1,2,4,2,Fernando Correa,12/29/2023,TCG Cast,https://www.youtube.com/watch?v=qbsVEcPcZJY,200,0,0,0,0,Raid 1,,
SOR,167,Force Throw,,FALSE,Event,Aggression,1,Force,"Choose a player. That player discards a card from their hand. Then, if you control a Force unit, you may deal damage to a unit equal to the cost of the discarded card.",,,,,2,Elena Skitalets,12/29/2023,TCG Cast,https://www.youtube.com/watch?v=qbsVEcPcZJY,,,,,,,,
SOR,108,Vanguard Infantry,,FALSE,Unit,Command,1,Trooper,When Defeated: You may give an Experience token to a unit.,,0,1,2,1,Amad Mir,1/2/2024,Tabletop Misfits,https://www.youtube.com/watch?v=S5RKnhahLWo,202,1,1,0,0,,,
SOR,150,Heroic Sacrifice,,FALSE,Event,"Aggression,Heroism",1,Tactic,"Draw a card, then attack with a unit. For this attack, it gets +2/+0 and gains: ""When this unit deals combat damage: Defeat it.""",,,,,3,Ario Murti,1/2/2024,Tabletop Misfits,https://www.youtube.com/watch?v=S5RKnhahLWo,,,,,,,,
SOR,122,Traitorous,,FALSE,Upgrade,Command,5,Innate,"When this upgrade becomes attached to a non-leader unit that costs 3 or less: Take control of that unit.

When this upgrade becomes unattached from a unit: That unit's owner takes control of it.",,,0,0,3,Gretel Lusky,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,158,Jedha Agitator,,FALSE,Unit,Aggression,2,Rebel,"Saboteur

On Attack: If you control a leader unit, deal 2 damage to a ground unit or base.",,0,2,1,1,Hoan Nguyen,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,205,0,0,0,0,Saboteur,,
SOR,116,Steadfast Battalion,,FALSE,Unit,Command,5,Trooper,"Overwhelm

On Attack: If you control a leader unit, give a friendly unit +2/+2 for this phase.",,0,5,5,1,Kevin Libranda,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,206,0,0,0,0,Overwhelm,,
SOR,76,Make an Opening,,FALSE,Event,Vigilance,3,Tactic,Give a unit -2/-2 for this phase. Heal 2 damage from your base.,,,,,1,Kevin Libranda,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,183,Bounty Hunter Crew,,FALSE,Unit,"Cunning,Villainy",6,"Underworld,Bounty Hunter","Ambush

When Played: You may return an event card from a discard pile to its owner's hand.",,0,4,4,1,Luke Harrington,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,209,0,0,0,1,Ambush,,
SOR,117,Mercenary Company,,FALSE,Unit,Command,6,"Underworld,Trooper","Ambush

Overwhelm",,0,5,5,1,Elena Skitalets,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,210,0,0,0,0,Ambush,Overwhelm,
SOR,170,Power Failure,,FALSE,Event,Aggression,2,Tactic,Defeat any number of upgrades on a unit.,,,,,2,Marc Escachx,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,96,Mon Mothma,Voice of the Rebellion,TRUE,Unit,"Command,Heroism",2,"Rebel,Official","When Played: Search the top 5 cards of your deck for a Rebel card, reveal it, and draw it.",,0,1,3,2,Eric Hibbeler,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,212,0,0,0,1,,,
SOR,39,AT-AT Suppressor,,FALSE,Unit,"Vigilance,Villainy",8,"Imperial,Vehicle,Walker",When Played: Exhaust all ground units.,,0,8,8,2,Christian Papazoglakis,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,68,Cargo Juggernaut,,FALSE,Unit,Vigilance,6,"Vehicle,Tank","Shielded

When Played: If you control another {Vigilance} unit, heal 4 damage from your base.",,0,4,6,1,Thomas Wievegg,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,214,0,0,0,0,Shielded,Restore 2,
SOR,127,Strike True,,FALSE,Event,Command,3,Tactic,A friendly unit deals damage equal to its power to an enemy unit.,,,,,1,Audrey Hotte,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,70,Devotion,,FALSE,Upgrade,Vigilance,2,Innate,Attached unit gains Restore 2.,,,1,1,2,Liana Anatolevich,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,216,0,0,0,0,,,
SOR,20,Capital City,,FALSE,Base,Vigilance,,Lothal,,,,,30,1,Sebastián Guidobono,1/4/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,27,Kestro City,,FALSE,Base,Aggression,,Vardos,,,,,30,1,Stephen Zavala,1/4/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,30,Chopper Base,,FALSE,Base,Cunning,,Atollon,,,,,30,1,Tyler Edlin,1/4/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,
SOR,181,Jabba the Hutt,Cunning Daimyo,TRUE,Unit,"Cunning,Villainy",4,"Underworld,Hutt","Each Trick event you play costs {R1} less.

When Played: Search the top 8 cards of your deck for a Trick event, reveal it, and draw it.",,0,2,8,3,David Nash,1/8/2024,FFG Stream,https://www.instagram.com/p/C12F-P7s2w-/,220,0,0,0,1,,,
SOR,57,Protector,,FALSE,Upgrade,"Vigilance,Vigilance",1,Innate,Attached unit gains Sentinel.,,,1,1,2,Alex Accorsi,1/10/2024,FFG,https://twitter.com/UnlimitedFFG/status/1745113384712855999,221,0,0,0,0,,,
SOR,160,Wolffe,Suspicious Veteran,TRUE,Unit,Aggression,2,"Fringe,Clone","Saboteur

When Played/On Attack: Bases can't be healed for this phase.",,0,3,2,3,Elena Skitalets,1/11/2024,The Nerd Shelves,https://www.youtube.com/watch?v=_C5P1-HBhKw,222,0,0,0,0,Saboteur,,
SOR,110,Frontline Shuttle,,FALSE,Unit,Command,2,"Vehicle,Transport","Action [defeat this unit]: Attack with a unit, even if it's exhausted. It can't attack bases for this attack.",,1,1,3,3,French Carlomagno,1/11/2024,The Nerd Shelves,https://www.youtube.com/watch?v=_C5P1-HBhKw,223,0,0,0,0,,,
SOR,188,Chopper,Metal Menace,TRUE,Unit,"Cunning,Heroism",1,"Rebel,Droid,Spectre","While you control another Spectre unit, this unit gains Raid 1.

On Attack: Discard a card from the defending player's deck. If it's an event, exhaust a resource that player controls.",,0,1,3,3,Arthur Mougne,1/13/2024,Wampa Radio,https://www.youtube.com/watch?v=pEplQWszQzY,224,0,0,0,0,Raid 1,,
SOR,41,Power of the Dark Side,,FALSE,Event,"Vigilance,Villainy",3,Innate,An opponent chooses a unit they control. Defeat that unit.,,,,,2,Eslam Aboshady,1/13/2024,Wampa Radio,https://www.youtube.com/watch?v=pEplQWszQzY,225,0,0,0,0,,,
SOR,154,Rallying Cry,,FALSE,Event,"Aggression,Aggression",3,Tactic,Each friendly unit gains Raid 2 this phase.,,,,,2,Eslam Aboshady,1/15/2024,FFG,https://www.instagram.com/p/C2IHhxZND8y/,226,0,0,0,0,,,
SOR,165,Occupier Siege Tank,,FALSE,Unit,Aggression,5,"Imperial,Vehicle,Tank",Grit,,0,5,4,1,Christian Papazoglakis,1/16/2024,FFG,https://starwarsunlimited.com/cards?cid=8098293047,227,0,0,0,0,Grit,,
SOR,151,Karabast,,FALSE,Event,"Aggression,Heroism",2,Spectre,A friendly unit deals damage to an enemy unit equal to the amount of damage on the friendly unit plus 1.,,,,,2,French Carlomagno,1/17/2024,FFG,https://starwarsunlimited.com/cards?cid=6515891401,228,0,0,0,0,,,
