set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Smuggle Cost
SOR,175,Forced Surrender,,FALSE,Event,Aggression,6,Plan,Draw 2 cards. Each opponent whose base you’ve damaged this phase discards 2 cards from their hand.,,,,,2,Ario Murti,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,260,0,0,0,0,,,,,,,
SOR,176,ISB Agent,,FALSE,Unit,"Cunning,Villainy",1,Imperial,"When Played: You may reveal an event from your hand. If you do, deal 1 damage to a unit.",,0,1,3,1,Yvette Chua,11/9/2023,Artificery,https://www.youtube.com/watch?v=nA9TUumJ68A,148,0,0,1,0,,,,,,,
SOR,177,Bib Fortuna,Jabba's Majordomo,TRUE,Unit,"Cunning,Villainy",2,"Underworld,Twi'lek","Shielded

Action [{T}]: Play an event from your hand. It costs {R1} less.",,0,1,3,2,Steve Morris,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,266,0,0,0,0,Shielded,FALSE,,,,,
SOR,178,Cartel Spacer,,FALSE,Unit,"Cunning,Villainy",2,"Underworld,Vehicle,Fighter","When Played: If you control another {Cunning} unit, exhaust an enemy unit that costs {R4} or less.",,1,2,3,2,Arthur Mougne,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,,,,,,,,,,,,
SOR,179,Boba Fett,Disintegrator,TRUE,Unit,"Cunning,Villainy",3,"Underworld,Bounty Hunter","On Attack: If this unit is attacking an exhausted unit that didn't enter play this round, deal 3 damage to the defender.",,0,3,5,4,French Carlomagno,8/30/2023,Hobbies + Happiness,https://www.youtube.com/watch?v=d9hcXjHQxbQ,,,,,,,,,,,,
SOR,180,Seventh Fleet Defender,,FALSE,Unit,"Cunning,Villainy",3,"Imperial,Vehicle,Fighter",Shielded,,1,3,2,1,Francois Cannels,11/9/2023,Artificery,https://www.youtube.com/watch?v=nA9TUumJ68A,149,0,0,0,0,Shielded,FALSE,,,,,
SOR,181,Jabba the Hutt,Cunning Daimyo,TRUE,Unit,"Cunning,Villainy",4,"Underworld,Hutt","Each Trick event you play costs {R1} less.

When Played: Search the top 8 cards of your deck for a Trick event, reveal it, and draw it.",,0,2,8,3,David Nash,1/8/2024,FFG Stream,https://www.instagram.com/p/C12F-P7s2w-/,220,0,0,0,1,,,,,,,
SOR,182,Bossk,Deadly Stalker,TRUE,Unit,"Cunning,Villainy",5,"Underworld,Bounty Hunter","Ambush

When you play an event: You may deal 2 damage to a unit.",,0,4,5,2,Stefano Landini,10/21/2023,FFG Stream,,126,0,0,2,0,Ambush,FALSE,,,,,
SOR,183,Bounty Hunter Crew,,FALSE,Unit,"Cunning,Villainy",6,"Underworld,Bounty Hunter","Ambush

When Played: You may return an event card from a discard pile to its owner's hand.",,0,4,4,1,Luke Harrington,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,209,0,0,0,1,Ambush,FALSE,,,,,
SOR,184,Fett's Firespray,Pursuing the Bounty,TRUE,Unit,"Cunning,Villainy",6,"Underworld,Vehicle,Transport","When Played: If you control Boba Fett or Jango Fett, ready this unit.

Action [{R:2}]: Exhaust a non-unique unit.",,1,5,6,3,Andre Mealha,8/31/2023,Hobbies + Happiness,https://www.youtube.com/watch?v=TozOTpmoOoU,86,0,0,0,0,,,,,,,
SOR,185,Chimaera,Flagship of the Seventh Fleet,TRUE,Unit,"Cunning,Villainy",8,"Imperial,Vehicle,Capital Ship","Shielded

On Attack: Name a card. An opponent reveals their hand and discards a card with that name from it.",,1,8,7,3,Francois Cannels,11/14/2023,Maindeck,https://www.youtube.com/watch?v=dKpX3vm5Fns,153,0,0,0,0,Shielded,FALSE,,,,,
SOR,186,No Good to Me Dead,,FALSE,Event,"Cunning,Villainy",2,Plan,Exhaust a unit. That unit can't ready this round.,,,,,2,Denis Medri,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,,,,,,,,,,,,
SOR,187,I Had No Choice,,FALSE,Event,"Cunning,Villainy",7,Trick,Choose up to 2 non-leader units. An opponent chooses 1 of those units. Return that unit to its owner's hand and put the other on the bottom of its owner's deck.,,,,,3,Ario Murti,1/31/2024,FFG,https://www.youtube.com/watch?v=YyevyGEv1gg,245,0,0,0,0,,,,,,,
SOR,188,Chopper,Metal Menace,TRUE,Unit,"Cunning,Heroism",1,"Rebel,Droid,Spectre","While you control another Spectre unit, this unit gains Raid 1.

On Attack: Discard a card from the defending player's deck. If it's an event, exhaust a resource that player controls.",,0,1,3,3,Arthur Mougne,1/13/2024,Wampa Radio,https://www.youtube.com/watch?v=pEplQWszQzY,224,0,0,0,0,Raid,TRUE,,,,,
SOR,189,Leia Organa,Defiant Princess,TRUE,Unit,"Cunning,Heroism",2,"Rebel,Official",When Played: Either ready a resource or exhaust a unit.,,0,2,2,0,Robynn Frauhn,5/16/2023,FFG,https://www.youtube.com/watch?v=0mscZBVRiX0,,,,,,,,,,,,
SOR,190,Lothal Insurgent,,FALSE,Unit,"Cunning,Heroism",2,Rebel,"When Played: If you played another card this phase, each opponent draws a card then discards a random card from their hand.",,0,3,2,1,Kevin Libranda,11/5/2023,Spice Squadron,https://youtube.com/watch?si=FhCP4nGrwmaEFZme&v=dxad6CLcs4Y,,,,,,,,,,,,
SOR,191,Vanguard Ace,,FALSE,Unit,"Cunning,Heroism",2,"New Republic,Vehicle,Fighter","When Played: For each other card you played this phase, give an Experience token to this unit.",,1,1,1,2,Andre Mealha,12/20/2023,Board Game Theory,https://theboardgametheory.de/2023/12/20/bgt119-star-wars-unlimited/,191,1,1,0,0,,,,,,,
SOR,192,Ezra Bridger,Resourceful Troublemaker,TRUE,Unit,"Cunning,Heroism",3,"Force,Rebel,Spectre","When this unit completes an attack: Look at the top card of your deck. You may play it, discard it, or leave it on top of your deck.",,0,3,4,2,Joshua Carson,9/22/2023,RybackStun,https://www.youtube.com/watch?v=6i8N-yn6eeM,105,0,0,0,1,,,,,,,
SOR,193,Millennium Falcon,Piece of Junk,TRUE,Unit,"Cunning,Heroism",3,"Underworld,Vehicle,Transport","This unit enters play ready.

When you ready cards during the regroup phase: Either pay {R1} or return this unit to her owner's hand.",,1,3,4,4,Francois Cannels,10/10/2023,Wargamer.com,https://www.wargamer.com/star-wars-unlimited/millennium-falcon,114,0,0,0,0,,,,,,,
SOR,194,Rogue Operative,,FALSE,Unit,"Cunning,Heroism",3,"Rebel,Trooper","Saboteur

Raid 2",,0,2,4,1,Steve Morris,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,75,0,0,0,0,Raid,FALSE,Saboteur,FALSE,,,
SOR,195,Auzituck Liberator Gunship,,FALSE,Unit,"Cunning,Heroism",4,"Vehicle,Fighter",Ambush,,1,3,4,1,Mark Zhang,7/13/2023,Jodo Cast,https://www.youtube.com/watch?v=TO7ae1EX5hg,31,0,0,0,0,Ambush,FALSE,,,,,
SOR,196,Chewbacca,Loyal Companion,TRUE,Unit,"Cunning,Heroism",5,"Underworld,Wookiee","Sentinel

When this unit is attacked: Ready him.",,0,3,6,2,Luke Harrington,8/2/2023,FFG Stream,https://www.youtube.com/watch?v=bUFS3Zd61MA,57,0,0,0,0,Sentinel,FALSE,,,,,
SOR,197,Lando Calrissian,Responsible Businessman,TRUE,Unit,"Cunning,Heroism",6,"Fringe,Official","Saboteur

When played: Return up to 2 friendly resources to their owners’ hands.",,0,6,5,3,Audrey Hotte,10/18/2023,Unplayable,https://www.youtube.com/watch?v=3nrKM7-HB64,123,0,0,0,1,Saboteur,FALSE,,,,,
SOR,198,Han Solo,Reluctant Hero,TRUE,Unit,"Cunning,Heroism",7,Underworld,"Ambush

While attacking, this unit deals combat damage before teh defender.",,0,6,6,3,Borja Pindado,8/4/2023,GamesRadar,https://www.gamesradar.com/exclusive-look-at-han-solos-card-in-star-wars-unlimited/,62,0,0,0,0,Ambush,FALSE,,,,,
SOR,199,Bamboozle,,FALSE,Event,"Cunning,Heroism",2,Trick,"You may discard a {Cunning} card from your hand instead of paying this event's cost.

Exhaust a unit and return each upgrade on it to its owner's hand.",,,,,2,Ario Murti,11/21/2023,Golden Dice,https://www.youtube.com/watch?v=BIoLN08ZsU4,,,,,,,,,,,,
SOR,200,Spark of Rebellion,,FALSE,Event,"Cunning,Heroism",2,Spectre,Look at an opponent's hand and discard a card from it.,,,,,3,Kevin Libranda,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,,,,,,,,,,,,
SOR,201,Bodhi Rook,Imperial Defector,TRUE,Unit,"Cunning,Cunning",3,"Imperial,Rebel",When Played: Look at an opponent's hand and discard a non-unit card from it.,,0,3,3,3,Ario Murti,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,184,0,0,0,1,,,,,,,
SOR,202,Cantina Bouncer,,FALSE,Unit,"Cunning,Cunning",5,Fringe,When Played: You may return a non-leader unit to its owner's hand.,,0,3,5,2,James Daly,12/5/2023,FFG,https://www.instagram.com/p/C0ei70jMyzb/,,,,,,,,,,,,
SOR,203,Cunning,,FALSE,Event,"Cunning,Cunning",4,Innate,"Choose two, in any order:
- Return a non-leader unit with 4 or less power to its owner's hand.
- Give a unit +4/+0 for this phase.
- Exhaust up to 2 units.
- An opponent discards a random card from their hand.",,,,,4,Sandra Chlewińska,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,,,,,,,,,,,,
SOR,204,Greedo,Slow on the Draw,TRUE,Unit,Cunning,1,"Underworld,Bounty Hunter","When Defeated: You may discard a card from your deck. If it's not a unit, deal 2 damage to a ground unit.",,0,3,1,2,Aitor Prieto,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,143,0,0,1,0,,,,,,,
SOR,205,Jawa Scavenger,,FALSE,Unit,Cunning,1,"Fringe,Jawa",Saboteur,,0,2,1,1,Christina Laviña,12/19/2023,Garbage Rollers,https://garbagerollers.com/2023/12/19/interview-with-lead-designer-danny-schaefer-exclusive-card-reveals/,190,0,0,0,0,Saboteur,FALSE,,,,,
SOR,206,Mining Guild TIE Fighter,,FALSE,Unit,Cunning,1,"Fringe,Vehicle,Fighter","On Attack: You may pay {R2}. If you do, draw a card.",,1,1,2,1,Andre Mealha,11/3/2023,Scrawl,https://www.youtube.com/watch?v=-u_TbUj2vac,,,,,,,,,,,,
SOR,207,Crafty Smuggler,,FALSE,Unit,Cunning,2,Underworld,Shielded,,0,2,2,1,Amad Mir,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,186,0,0,0,0,Shielded,FALSE,,,,,
SOR,208,Outer Rim Headhunter,,FALSE,Unit,Cunning,2,"Fringe,Vehicle,Fighter","Raid 1

On Attack: If you control a leader unit, you may exhaust a non-leader unit.",,1,1,3,1,Christian Papazoglakis,11/13/2023,FFG,https://www.instagram.com/p/Czl5dMTtRoR/,151,0,0,0,0,Raid,FALSE,,,,,
SOR,209,Pirated Starfighter,,FALSE,Unit,Cunning,2,"Underworld,Vehicle,Fighter","Raid 1

When Played: Return a friendly non-leader unit to its owner's hand.",,1,2,4,2,Fernando Correa,12/29/2023,TCG Cast,https://www.youtube.com/watch?v=qbsVEcPcZJY,200,0,0,0,0,Raid,FALSE,,,,,
SOR,210,Swoop Racer,,FALSE,Unit,Cunning,3,Fringe,,,0,4,3,1,Andre Mealha,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,251,0,0,0,0,,,,,,,
SOR,211,Gamorrean Guards,,FALSE,Unit,Cunning,4,Underworld,"While you control another {Cunning} unit, this unit gains Sentinel.",,0,4,4,1,Mickael Balloul,1/25/2024,Geekbecois,https://geekbecois.com/star-wars-unlimited-annonce/,239,0,0,0,0,Sentinel,TRUE,,,,,
SOR,212,Strafing Gunship,,FALSE,Unit,Cunning,4,"Underworld,Vehicle,Fighter","This unit can attack units in the ground arena.

While this unit is attacking a ground unit, the defender gets -2/-0.",,1,3,4,3,Amad Mir,1/29/2024,Jade Throne Podcast,https://thejadethronepodcast.libsyn.com/,242,0,0,0,0,,,,,,,
SOR,213,Syndicate Lackeys,,FALSE,Unit,Cunning,5,Underworld,Ambush,,0,5,4,1,Aitor Prieto,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,144,0,0,0,0,Ambush,FALSE,,,,,
SOR,214,Smuggling Compartment,,FALSE,Upgrade,Cunning,1,Modification,"Attach to a Vehicle unit.

Attached unit gains: ""On Attack: Ready a resource.""",,,1,1,2,Amad Mir,10/10/2023,Wargamer.com,https://www.wargamer.com/star-wars-unlimited/millennium-falcon,,,,,,,,,,,,
SOR,215,Snapshot Reflexes,,FALSE,Upgrade,Cunning,1,Learned,,,,1,1,1,Amélie Hutt,11/20/2023,FFG,https://www.instagram.com/p/Cz37Br0sXQp/,,,,,,,,,,,,
SOR,216,Disarm,,FALSE,Event,Cunning,1,Tactic,Give an enemy unit –4/–0 for this phase.,,,,,1,Ario Murti,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,257,0,0,0,0,,,,,,,
SOR,217,Shoot First,,FALSE,Event,Cunning,1,Trick,Attack with a unit. It gets +1/+0 for this attack and deals its combat damage before the defender.,,,,,2,Ario Murti,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,,,,,,,,,,,,
SOR,218,Asteroid Sanctuary,,FALSE,Event,Cunning,2,Trick,"Exhaust an enemy unit.

Give a Shield token to a friendly unit that costs 3 or less.",,,,,1,Rebecca Farrow,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,,,,,,,,,,,,
SOR,219,Sneak Attack,,FALSE,Event,Cunning,2,Trick,"Play a unit from your hand. It costs {R3} less and enters play ready. At the start of the regroup phase, defeat it.",,,,,3,French Carlomagno,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,265,0,0,0,0,,,,,,,
SOR,220,Surprise Strike,,FALSE,Event,Cunning,2,Tactic,Attack with a unit. It gets +3/+0 for this attack.,,,,,1,Ario Murti,7/5/2023,Unplayable,https://www.youtube.com/watch?v=LiF62cBi_pk,,,,,,,,,,,,
SOR,221,Outmaneuver,,FALSE,Event,Cunning,3,Tactic,Choose an arena. Exhaust each unit in that arena.,,,,,2,Leonardo Giammichele,11/27/2023,FFG,https://www.instagram.com/p/C0J8ljfs7Uh/,,,,,,,,,,,,
SOR,222,Waylay,,FALSE,Event,Cunning,3,Trick,Return a non-leader unit to its owner's hand.,,,,,1,Amélie Hutt,7/26/2023,FFG,https://starwarsunlimited.com/articles/a-taste-of-unlimited-possibilities,53,0,0,0,0,,,,,,,
SOR,223,Don't Get Cocky,,FALSE,Event,Cunning,4,Gambit,"Choose a unit. One at a time, reveal cards from your deck until you choose to stop or have revealed 7 cards. If the combined cost of the revealed cards is 7 or less, deal that much damage to the chosen unit. Put the revealed cards on the bottom of your deck in a random order.",,,,,3,Borja Pindado,1/19/2024,Tom and Taha,,232,0,0,0,0,,,,,,,
SOR,224,Change of Heart,,FALSE,Event,Cunning,6,Gambit,"Take control of a non-leader unit. At the start of the regroup phase, its owner takes control of it.",,,,,4,Kevin Libranda,10/18/2023,Unplayable,https://www.youtube.com/watch?v=3nrKM7-HB64,,,,,,,,,,,,
SOR,225,TIE/ln Fighter,,FALSE,Unit,Villainy,1,"Imperial,Vehicle,Fighter",,,1,2,1,1,French Carlomagno,6/27/2023,FFG Stream,https://www.youtube.com/watch?v=SunSj70YP8o,,,,,,,,,,,,
SOR,226,Admiral Motti,Brazen and Scornful,TRUE,Unit,Villainy,2,"Imperial,Official",When Defeated: You may ready a {Villainy} unit.,,0,1,1,0,Tomas Oleksak,7/26/2023,FFG Stream,https://www.youtube.com/watch?v=Msezhwc2WE4,48,0,0,0,0,,,,,,,
SOR,227,Snowtrooper Lieutenant,,FALSE,Unit,Villainy,2,"Imperial,Trooper","When Played: You may attack with a unit. If it's an Imperial unit, it gets +2/+0 for this attack.",,0,2,2,1,Erik Ly,7/25/2023,Roll On Gaming,https://www.youtube.com/watch?v=SW65sZFFjC8,,,,,,,,,,,,
SOR,228,Viper Probe Droid,,FALSE,Unit,Villainy,2,"Imperial,Droid",When Played: Look at an opponent's hand.,,0,3,2,1,Amad Mir,6/22/2023,Wossy Plays,https://www.youtube.com/watch?v=ZDKza3yNX9w,,,,,,,,,,,,
SOR,229,Cell Block Guard,,FALSE,Unit,Villainy,3,"Imperial,Trooper",Sentinel,,0,3,3,1,French Carlomagno,6/27/2023,Quickstart Rules,https://www.youtube.com/watch?v=SunSj70YP8o,35,0,0,0,0,Sentinel,FALSE,,,,,
SOR,230,General Veers,Blizzard Force Commander,TRUE,Unit,Villainy,3,"Imperial,Official",Other friendly Imperial units get +1/+1.,,0,3,3,2,Steve Morris,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,82,1,1,0,0,,,,,,,
SOR,231,TIE Advanced,,FALSE,Unit,Villainy,4,"Imperial,Fighter,Vehicle",When Played: Give 2 Experience tokens to another friendly Imperial unit.,,1,3,2,2,Eslam Aboshady,8/3/2023,FFG Stream,https://www.youtube.com/watch?v=HgjQ-bMGkj4,60,2,2,0,0,,,,,,,
SOR,232,AT-ST,,FALSE,Unit,Villainy,6,"Imperial,Vehicle,Walker",Overwhelm,,0,6,7,1,Stephen Zavala,8/2/2023,FFG Stream,https://www.youtube.com/watch?v=bUFS3Zd61MA,56,0,0,0,0,Overwhelm,FALSE,,,,,
SOR,233,I Am Your Father,,FALSE,Event,Villainy,3,Gambit,"Deal 7 damage to an enemy unit unless its controller says ""no."" If they do, draw 3 cards.",,,,,0,Stefano Landini,6/18/2023,FFG,https://twitter.com/UnlimitedFFG/status/1670446401581350920,,,,,,,,,,,,
SOR,234,Maximum Firepower,,FALSE,Event,Villainy,4,"Imperial,Tactic","A friendly IMPERIAL unit deals damage equal to its power to a unit.

Then, another friendly IMPERIAL unit deals damage equal to its power to the same unit.",,,,,1,Stephen Zavala,5/16/2023,FFG,https://www.youtube.com/watch?v=0mscZBVRiX0,,,,,,,,,,,,
SOR,235,Galactic Ambition,,FALSE,Event,Villainy,7,Innate,Play a non-{Heroism} unit from your hand for free. Deal damage to your base equal to its cost.,,,,,3,Andre Mealha,7/26/2023,FFG,https://starwarsunlimited.com/articles/heroism-and-villainy,,,,,,,,,,,,
SOR,236,R2-D2,Ignoring Protocol,TRUE,Unit,Heroism,1,"Rebel,Droid",When Played/On Attack: Look at the top card of your deck. You may put it on the bottom of your deck.,,0,1,4,0,Aitor Prieto,7/26/2023,FFG Stream,https://www.youtube.com/watch?v=Msezhwc2WE4,,,,,,,,,,,,
SOR,237,Alliance X-Wing,,FALSE,Unit,Heroism,2,"Rebel,Vehicle,Fighter",,,1,2,3,1,Francois Cannels,6/27/2023,Quickstart Rules,https://www.youtube.com/watch?v=SunSj70YP8o,,,,,,,,,,,,
SOR,238,C-3PO,Protocol Droid,TRUE,Unit,Heroism,2,"Rebel,Droid","When Played/On Attack: Choose a number, then look at the top card of your deck. If its cost is the chosen number, you may reveal and draw it.",,0,1,4,0,Ash Pierce,7/26/2023,FFG Stream,https://www.youtube.com/watch?v=Msezhwc2WE4,,,,,,,,,,,,
SOR,239,Rebel Pathfinder,,FALSE,Unit,Heroism,2,"Rebel,Trooper",Saboteur,,0,2,3,1,Joshua Carson,7/19/2023,Wreck N' Rule,https://wrecknrule.com/2023/07/19/star-wars-unlimited-card-reveal-rebel-pathfinder/,43,0,0,0,0,Saboteur,FALSE,,,,,
SOR,240,Fleet Lieutenant,,FALSE,Unit,Heroism,3,"Rebel,Trooper","When Played: You may attack with a unit. If it's a Rebel unit, it gets +2/+0 for this attack.",,0,3,3,1,Hoan Nguyen,7/26/2023,FFG,https://starwarsunlimited.com/articles/heroism-and-villainy,,,,,,,,,,,,
SOR,241,Wing Leader,,FALSE,Unit,Heroism,3,"Rebel,Vehicle,Fighter",When Played: Give 2 Experience tokens to another friendly REBEL unit.,,1,2,1,2,French Carlomagno,5/16/2023,FFG,https://starwarsunlimited.com/articles/star-wars-unlimited-first-look,39,2,2,0,0,,,,,,,
SOR,242,General Dodonna,Massassi Group Commander,TRUE,Unit,Heroism,4,"Rebel,Official",Other friendly Rebel units get +1/+1.,,0,4,4,2,Steve Morris,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,81,1,1,0,0,,,,,,,
SOR,243,Regional Sympathizers,,FALSE,Unit,Heroism,4,Rebel,Restore 2,,0,3,4,1,Liana Anatolevich,1/18/2024,Papskubber.dk,,229,0,0,0,0,Restore,FALSE,,,,,
SOR,244,Snowspeeder,,FALSE,Unit,Heroism,5,"Rebel,Vehicle,Speeder","Ambush

On Attack: Exhaust an enemy Vehicle ground unit.",,0,3,6,1,Fernando Correa,8/2/2023,FFG Stream,https://www.youtube.com/watch?v=bUFS3Zd61MA,55,0,0,0,0,Ambush,FALSE,,,,,
SOR,245,Medal Ceremony,,FALSE,Event,Heroism,0,Rebel,Give an Experience token to each of up to 3 Rebel units that attacked this phase.,,,,,1,Ario Murti,11/21/2023,Golden Dice,https://www.youtube.com/watch?v=BIoLN08ZsU4,,,,,,,,,,,,
SOR,246,You're My Only Hope,,FALSE,Event,Heroism,3,Gambit,"Look at the top card of your deck. You may play it. It costs {R:5} less. If your base has 5 or less remaining hp, you may play it for free instead.",,,,,3,Gretel Lusky,5/16/2023,FFG,https://starwarsunlimited.com/articles/star-wars-unlimited-first-look,,,,,,,,,,,,
SOR,247,Underworld Thug,,FALSE,Unit,,2,Underworld,,,0,2,3,1,Felipe Goncalves,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,255,0,0,0,0,,,,,,,
SOR,248,Volunteer Soldier,,FALSE,Unit,,3,Trooper,"Raid 1

If you control a Trooper unit, this unit costs {R1} less to play.",,0,2,3,1,Steve Morris,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,181,0,0,0,0,Raid,FALSE,,,,,
SOR,249,Frontier AT-RT,,FALSE,Unit,,4,"Vehicle,Walker","While you control another VEHICLE unit, this unit gains Ambush.",,0,3,5,1,Thomas Wievegg,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,261,0,0,0,0,Ambush,TRUE,,,,,
SOR,250,Corellian Freighter,,FALSE,Unit,,5,"Vehicle,Transport",Sentinel,,1,4,4,1,Francois Cannels,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,252,0,0,0,0,Sentinel,FALSE,,,,,
SOR,251,Confiscate,,FALSE,Event,,1,Law,Defeat an upgrade.,,,,,1,French Carlomagno,1/19/2024,Tom and Taha,,231,0,0,0,0,,,,,,,
SOR,252,Restock,,FALSE,Event,,1,Supply,Choose up to 4 cards in a discard pile. Put them on the bottom of their owner’s deck in a random order.,,,,,1,Joshua Carson,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,256,0,0,0,0,,,,,,,
TWI,11,Ahsoka Tano,Snips,TRUE,Leader,"Aggression,Heroism",5,"Force,Jedi,Republic",Coordinate - Action [{T}]: Attack with a unit. It gets +1/+0 for this attack.,Coordinate - This unit gets +2/+0.,0,3,6,0,David Buisan,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,526,0,0,0,0,Coordinate,FALSE,,,,,
TWI,15,General Grievous,General of the Droid Armies,TRUE,Leader,"Cunning,Villainy",6,"Separatist,Official",Action [{T}]: Give a Droid unit Sentinel for this phase.,On Attack: You may give a Droid unit +1/+0 and Sentinel for this phase.,0,4,8,0,David Buisan,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,525,0,0,0,0,,,,,,,
TWI,83,General's Guardian,,FALSE,Unit,"Command,Villainy",4,"Separatist,Droid",When this unit is attacked: Create a Battle Droid token.,,0,4,4,0,Stefano Landini,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,531,1,1,0,0,,,,,,,
TWI,97,Captain Rex,Lead by Example,TRUE,Unit,"Command,Heroism",6,"Republic,Clone,Trooper",When Played: Create 2 Clone Trooper tokens.,,0,4,4,0,Eric Hibbeler,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,530,4,4,0,1,,,,,,,
TWI,106,Coruscant Guard,,FALSE,Unit,Command,2,"Republic,Clone,Trooper",Coordinate — Ambush,,0,3,2,1,Kyle Petchock,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,527,0,0,0,0,Ambush,TRUE,Coordinate,FALSE,,,
TWI,147,Anakin Skywalker,Maverick Mentor,TRUE,Unit,"Aggression,Heroism",5,"Force,Jedi,Republic",Coordinate — On Attack: Draw a card.,,0,6,6,0,Eric Hibbeler,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,529,0,0,0,1,Coordinate,FALSE,,,,,
TWI,180,Separatist Commando,,FALSE,Unit,"Cunning,Villainy",2,"Separatist,Droid,Trooper","While you control another Separatist unit, this unit gains Raid 2.",,0,2,3,0,Amad Mir,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,532,0,0,0,0,Raid,TRUE,,,,,
TWI,229,Battle Droid Escort,,FALSE,Unit,Villainy,3,"Separatist,Droid,Trooper",When Played/When Defeated: Create a Battle Droid token.,,0,1,1,0,Eslam Aboshady,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,534,2,2,0,0,,,,,,,
TWI,233,Hailfire Tank,,FALSE,Unit,Villainy,8,"Separatist,Droid,Vehicle,Tank",Exploit 2,,0,7,6,1,Sebastián Guidobono,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,533,0,0,0,0,Exploit,FALSE,,,,,
TWI,240,332nd Stalwart,,FALSE,Unit,Heroism,1,"Republic,Clone,Trooper",Coordinate — This unit gets +1/+1.,,0,1,2,0,Ario Murti,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,528,1,1,0,0,Coordinate,FALSE,,,,,
SHD,1,Gar Saxon,Viceroy of Mandalore,TRUE,Leader,"Vigilance,Villainy",6,"Imperial,Mandalorian,Official",Each friendly upgraded unit gets +1/+0.,"Each friendly upgrade unit gets +1/+0 and gains ""When Defeated: You may return an upgrade that was attached to this unit to its owner's hand.""",0,4,7,1,Ario Murti,6/6/2024,FFG,https://www.instagram.com/reel/C74OXHLI1UC/,427,0,0,0,0,,,,,,,
SHD,2,Qi'ra,I Alone Survived,TRUE,Leader,"Vigilance,Villainy",5,Underworld,"Action [{R1}, {T}]: Deal 2 damage to a friendly unit. Then, give a Shield token to it.","Grit

When Deployed: Heal all damage from each unit. Then, deal damage to each unit equal to half its remaining HP, rounded down.",0,0,8,3,Gretel Lusky,5/28/2024,FFG,https://www.instagram.com/p/C7hDNLNsIj3/,394,0,0,0,0,Grit,FALSE,,,,,
SHD,3,Finn,This Is A Rescue,TRUE,Leader,"Vigilance,Heroism",5,"Fringe,Trooper","Action [{T}]: Defeat a friendly upgrade on a unit. If you do, give a Shield token to that unit.

Epic Action: If you control 5 or more resources, deploy this leader.","On Attack: You may defeat a friendly upgrade on a unit. If you do, give a Shield token to that unit.",0,4,6,3,Renaud Scheidt,6/11/2024,FFG,https://www.instagram.com/reel/C8FGWDKx98y/,437,0,0,0,0,,,,,,,
