set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Makes_Droids,Makes_Clones,Makes_Ties,Heals,Ramps,Makes_X_Wings,Indirect,Makes Force,Readies,Bounce,Cannot_Attack,Makes_Spies,Disclose_Symbols,Cheat_Action,Exhaust,Capture,Multideploy
JTL,026,Massassi Temple,,False,Base,Aggression,NULL,Yavin 4,,,NULL,NULL,30,1,Rocío Espín,2025-02-27,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,027,Nadiri Dockyards,,False,Base,Aggression,NULL,Nadiri,,,NULL,NULL,30,1,Adrien Girod,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,028,Nabat Village,,False,Base,Cunning,NULL,Ryloth,"{p}Draw 3 more cards in your starting hand. You can't take a mulligan.{/p}

{p}{b}When the first action phase starts:{/b} Put 3 cards from your hand on the bottom of your deck in any order.{/p}",,NULL,NULL,27,3,Marko Fiedler,2025-02-11,FFG,https://www.instagram.com/unlimitedffg/reel/DF8EOlxMT38/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,029,Chopper Base,NULL,False,Base,Cunning,NULL,Atollon,NULL,NULL,NULL,NULL,30,1,Tyler Edlin,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,030,Mos Eisley,,False,Base,Cunning,NULL,Tatooine,,,NULL,NULL,30,1,Rocío Espín,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,031,Lake Country,,False,Base,,NULL,Naboo,,,NULL,NULL,34,3,Axel Hutt,2025-02-17,FFG,https://www.instagram.com/unlimitedffg/reel/DGOFoBUq_qN/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,032,Director Krennic,On the Verge of Greatness,True,Unit,"Vigilance,Villainy",2,"Imperial,Official","{p}{shielded} {shielded-reminder}{/p}

{p}The first unit you play each round that has a ""{b}When Defeated{/b}"" ability costs {R1} less.{/p}",NULL,0,2,2,2,Afif Khaled,2025-01-20,TCGPlayer,https://infinite.tcgplayer.com/article/TCGplayer-s-EXCLUSIVE-Jump-to-Lightspeed-Preview-Cards/bccd7a09-6f7a-47e1-bf33-2694bbf93b86/,825,0,0,0,0,Shielded,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,033,Onyx Squadron Brute,NULL,False,Unit,"Vigilance,Villainy",2,"Imperial,Vehicle,Fighter",{p}{b}When Defeated:{/b} Heal 2 damage from a base.{/p},NULL,1,2,3,1,Amad Mir,2025-01-20,Hannonz,https://www.youtube.com/watch?v=S817mU3wXB4,826,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,2,,,,,,,,,,,,,
JTL,034,Interceptor Ace,NULL,False,Unit,"Vigilance,Villainy",3,"Imperial,Pilot","{p}{grit} {i}(This unit gets +1/+0 for each damage on it.){/i}{/p}

{p}{keyword}Piloting{/keyword} {b}[{R3}{Vigilance}{Villainy}]{/b} {i}(You may play this as an upgrade on a friendly Vehicle without a Pilot.){/i}{/p}

{p}Attached unit gains {grit}.{/p}",NULL,0,2,3,1,Gabriel Gómez Almenzar,2025-02-08,Ice Cave Radio,https://www.youtube.com/watch?v=ZR0HQgMaCYw,NULL,NULL,NULL,NULL,NULL,Grit,False,Piloting,False,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,035,Tam Ryvora,Searching for Purpose,True,Unit,"Vigilance,Villainy",3,"First Order,Pilot","{p}{piloting} {b}[{R2}{Vigilance}{Villainy}]{/b}{/p}

{p}Attached unit gains: ""{b}On Attack:{/b} Give an enemy unit in this arena -1/-1 for this phase.""{/p}",,0,2,5,3,Tatsiana Maksimuk,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,036,Iden Versio,Adapt or Die,True,Unit,"Vigilance,Villainy",4,"Imperial,Pilot","{p}{shielded}{/p}

{p}{keyword}Piloting{/keyword} {b}[{R3}{Vigilance}{Villainy}]{/b}{/p}

{p}{b}When this upgrade attaches to a unit:{/b} Give a Shield token to that unit.{/b}{/p}",NULL,0,4,3,3,Sandra Chlewińska,2025-02-07,Les Cartes sur Table,https://www.youtube.com/watch?v=l94PDkSJBoA,NULL,NULL,NULL,NULL,NULL,Shielded,False,Piloting,False,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,037,Banshee,Crippling Command,True,Unit,"Vigilance,Villainy",5,"Separatist,Vehicle,Fighter",{p}{b}On Attack:{/b} You may deal damage to a unit equal to the amount of damage on this unit.{/p},NULL,1,4,5,2,Amad Mir,2025-01-16,Wossy Plays,https://www.youtube.com/watch?v=5m1cyZtMwP8,813,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,038,Corvus,Inferno Squadron Raider,True,Unit,"Vigilance,Villainy",5,"Imperial,Vehicle,Capital Ship","{p}{restore:2}{/p}

{p}{b}When Played:{/b} You may attach a friendly {pilot} unit or upgrade to this unit. {i}(Defeat all upgrades on that Pilot and remove all damage from it.){/i}{/p}",NULL,1,4,5,3,French Carlomagno,2025-02-07,Les Cartes sur Table,https://www.youtube.com/watch?v=l94PDkSJBoA,NULL,NULL,NULL,NULL,NULL,Restore,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,039,Chimaera,Reinforcing the Center,True,Unit,"Vigilance,Villainy",6,"Imperial,Vehicle,Capital Ship","{p}{b}When Played:{/b} You may use a ""{b}When Defeated{/b}"" ability on another friendly unit.{/p}

{p}{b}When Defeated:{/b} Create 2 TIE Fighter tokens.{/p}",NULL,1,5,6,2,Axel Hutt,2025-01-21,,,828,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,2,,,,,,,,,,,,,,
JTL,040,Fleet Interdictor,NULL,False,Unit,"Vigilance,Villainy",7,"Imperial,Vehicle,Capital Ship","{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p}

{p}{b}When Defeated:{/b} You may defeat a space unit that costs 3 or less.{/p}",NULL,1,6,6,1,Benjamin Paulus,2025-01-15,FFG Stream,https://www.youtube.com/watch?v=nZVgY8nP_mE,807,0,0,3,0,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,041,Annihilator,Tagge's Flagship,True,Unit,"Vigilance,Villainy",11,"Imperial,Vehicle,Capital Ship","{p}{b}When Played/When Defeated:{/b} You may defeated an enemy unit. If you do, search its controller's deck and hand for each card with that unit's name and discard them. {i}(They shuffle their deck.){/i}{/p}",,1,12,12,4,Marko Fiedler,2025-02-21,FFG,https://www.instagram.com/unlimitedffg/reel/DGVz_deihCM/,NULL,NULL,NULL,6,0.25,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,042,Power from Pain,,False,Event,"Vigilance,Villainy",3,Tactic,{p}Give a unit {powerplus:1}/{hpplus:0} for this phase for each damage on it.{/p},,NULL,NULL,NULL,2,Lenka Šimečková,2025-02-17,L8 Night Gaming,https://www.youtube.com/watch?v=6dLW8f27NZ8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,043,"No Glory, Only Results",,False,Event,"Vigilance,Villainy",5,Tactic,"{p}Take control of a non-leader unit, then defeat it.{/p}",,NULL,NULL,NULL,3,Francois Cannels,2025-02-12,Rolling Dice & Taking Names,https://www.youtube.com/watch?v=EPm-XIGXSxI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,044,Echo Base Engineer,,False,Unit,"Vigilance,Heroism",2,Rebel,{p}{b}When Played:{/b} You may give a Shield token to a damaged Vehicle unit.{/p},,0,2,3,1,Facundo Moyano,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,045,Hera Syndulla,We've Lost Enough,True,Unit,"Vigilance,Heroism",2,"Rebel,Twi'lek,Spectre,Pilot","{p}{restore:1}{i}(When this unit attacks, heal 1 damage from your base.){/i}{/p}

{p}{keyword}Piloting{/keyword} {b}[{R2}{Vigilance}{Heroism}]{/b} {i}(You may play this as an upgrade on a friendly Vehicle without a Pilot.){/i}{/p}

{p}Attached unit gains {restore:1}.{/p}",,0,2,3,2,David Buisan,2025-02-12,FFG,https://www.instagram.com/unlimitedffg/reel/DF-o5KLv8fn/,NULL,NULL,NULL,NULL,NULL,Restore,False,Piloting,False,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,046,Paige Tico,Dropping the Hammer,True,Unit,"Vigilance,Heroism",2,"Resistance,Pilot","{p}{keyword}Piloting{/keyword} {b}[{R2}{Vigilance}{Heroism}]{/b} {i}(You may play this as an upgrade on a friendly Vehicle without a Pilot.){/i}{/p}

{p}Attached unit gains: ""{b}On Attack:{/b} Give an Experience token to this unit, then deal 1 damage to it.""{/p}",NULL,0,3,2,2,Benjamin Paulus,2025-01-22,El Valle del Jedi,https://www.youtube.com/watch?v=7vELl-4oRCc,846,1,0,0,0,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,047,Admiral Yularen,Fleet Coordinator,True,Unit,"Vigilance,Heroism",3,"Republic,Official","{p}{b}When played:{/b} Choose {grit}, {restore:1}, {sentinel}, or {shielded}. While this unit is in play, each friendly {vehicle} unit gains the chosen {keyword}Keyword{/keyword}.{/p}",,0,1,5,3,Ario Murti,2025-02-27,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,048,Cassian Andor,Threading the Eye,True,Unit,"Vigilance,Heroism",3,"Rebel,Pilot","{p}{keyword}Piloting{/keyword} {b}[{R2}{Vigilance}{Heroism}]{/b}{/p}

{p}{b}Attached unit gains:{/b} ""On Attack: Discard a card from the defending player's deck. If that card costs 3 or less, draw a card.""{/p}",NULL,0,3,4,3,Ario Murti,2025-01-15,FFG Stream,https://www.youtube.com/watch?v=nZVgY8nP_mE,810,0,0,0,0,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,049,L3-37,Get Out Of My Seat,True,Unit,"Vigilance,Heroism",3,"Underworld,Droid,Pilot","{p}If this unit would be defeated, you may instead attach her as an upgrade to a friendly {vehicle} unit without a {pilot} on it. {i}(She's no longer a unit. Defeat all upgrades on her and remove all damage from her.){/i}{/p}

{p}{piloting} {b}[{R3}{Vigilance}{Heroism}]{/b}{/p}",,0,3,3,3,David Nash,2025-02-21,Unplayable,https://www.youtube.com/watch?v=YtU0yUaOtc0,NULL,1.5,1.5,NULL,NULL,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,050,Phantom II,Modified to Dock,True,Unit,"Vigilance,Heroism",3,"Rebel,Vehicle,Transport,Spectre","{p}{grit}{/p}

{p}{b}Action[{R1}]:{/b} If this card is a unit, attach it as an upgrade to The Ghost. {i}(It's no longer a unit. Defeat all upgrades on it and remove all damage from it.){/i}{/p}

{p}Attached unit gets {powerplus:3}/{hpplus:3} and gains {grit}.{/p}",,1,3,3,3,David Buisan,2025-02-12,FFG Stream,https://www.youtube.com/watch?v=nDo7WQuNCUA,NULL,NULL,NULL,NULL,NULL,Grit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,051,Red Squadron X-Wing,NULL,False,Unit,"Vigilance,Heroism",3,"Rebel,Vehicle,Fighter","{p}{b}When Played:{/b} You may deal 2 damage to this unit. If you do, draw a card.{/p}",NULL,1,3,4,1,Robert Bonchune,2025-01-22,El Valle del Jedi,https://www.youtube.com/watch?v=7vELl-4oRCc,847,0,0,0,0.5,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,052,D'Qar Cargo Frigate,NULL,False,Unit,"Vigilance,Heroism",5,"Resistance,Vehicle,Capital Ship",{p}This unit gets -1/-0 for each damage on it.{/p},NULL,1,6,7,1,Kursad Karatas,2025-01-29,Magic Arcanum,https://www.youtube.com/watch?v=EAqb-TKMUKM,863,-3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,053,The Ghost,Heart of the Family,True,Unit,"Vigilance,Heroism",5,"Rebel,Vehicle,Transport,Spectre","{p}Each other friendly {spectre} unit gains this unit's {keyword}Keywords{/keyword}.{/p}

{p-keyword-border}While this unit is upgraded, it gains {sentinel}.{/p}",,1,5,6,4,David Buisan,2025-02-14,FFG,https://www.instagram.com/unlimitedffg/reel/DGDykf6Mncs/,NULL,NULL,NULL,NULL,NULL,Sentinel,True,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,054,Gold Leader,Fastest Ship in the Fleet,True,Unit,"Vigilance,Heroism",6,"Rebel,Vehicle,Transport","{p}{shielded} {shielded-reminder}{/p}

{p}While this unit is defending, the attacker gets -1/-0.{/p}",NULL,1,5,5,2,Earl John Dela Cruz,2025-01-17,CardMarket,https://www.cardmarket.com/en/Insight/Articles/exclusive-preview-cards-for-jump-to-lightspeed,819,0,0,0,0,Shielded,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,055,"You're All Clear, Kid",NULL,False,Event,"Vigilance,Heroism",2,Gambit,"{p}Defeat an enemy space unit with 3 or less remaining HP. If you do and an opponent controls no space units, you may give an Experience token to a unit.{/p}",NULL,NULL,NULL,NULL,2,Borja Pindado,2025-02-03,Maindeck,https://www.youtube.com/watch?v=b1xmnv4r7VE,876,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,056,Hondo Ohnaka,Superfluous Swindler,True,Unit,"Vigilance,Vigilance",4,Underworld,"{p}{shielded}{/p}

{p}{b}On Attack:{/b} You may take control of a non-{pilot} upgrade on a unit and attach it to a different eligible unit.{/p}",,0,3,5,4,Marc Escachx,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,Shielded,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,057,Astromech Pilot,,False,Unit,Vigilance,1,"Droid,Pilot","{p}{piloting} {b}[{R2}{Vigilance}]{/b}{/p}

{p}{b}When played as an upgrade:{/b} You may heal 2 damage from a unit.{/p}",,0,1,3,2,Arthur Mougne,2025-02-27,,,NULL,NULL,NULL,NULL,NULL,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,058,Academy Graduate,NULL,False,Unit,Vigilance,2,"Imperial,Pilot","{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p}

{p}{keyword}Piloting{/keyword}{b} [{R2}{Vigilance}]{/b} {i}(You may play this as an upgrade on a friendly Vehicle without a Pilot.){/i}{/p}

{p-keyword-border-shaded}Attached unit gains {sentinel}.{/p}",NULL,0,1,2,1,Facundo Moyano,2025-01-17,Kawa,https://www.youtube.com/watch?v=jLUSDJLPAog,816,0,0,0,0,Sentinel,False,Piloting,False,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,059,Corporate Defense Shuttle,,False,Unit,Vigilance,2,"Separatist,Vehicle,Transport",{p}This unit can't attack.{/p},,1,3,5,3,Erik Frobom,2025-02-26,,,NULL,-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,1,,,,,,
JTL,060,Desperate Commando,NULL,False,Unit,Vigilance,2,"Resistance,Trooper",{p}{b}When Defeated:{/b} You may give a unit -1/-1 for this phase.{/p},NULL,0,2,2,1,Nabetse Zitro,2025-01-28,Hunter & Friends,https://www.youtube.com/watch?v=3ZecY064uus,859,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,061,Royal Security Fighter,,False,Unit,Vigilance,2,"Naboo,Vehicle,Fighter",{p}{grit} {grit-reminder}{/p},,1,2,2,1,Eslam AboShady,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,Grit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,062,Silver Angel,Trace's Hope,True,Unit,Vigilance,2,"Fringe,Vehicle,Transport",{p}{b}When 1 or more damage is healed from this unit:{/b} You may deal 1 damage to a space unit.{/p},,1,2,3,2,Fernando Correa,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,063,Landing Shuttle,NULL,False,Unit,Vigilance,3,"Imperial,Vehicle,Transport",{p}{b}When Defeated:{/b} You may draw a card.{/p},NULL,1,2,4,1,Eslam AboShady,2025-01-20,TCGPlayer,https://infinite.tcgplayer.com/article/TCGplayer-s-EXCLUSIVE-Jump-to-Lightspeed-Preview-Cards/bccd7a09-6f7a-47e1-bf33-2694bbf93b86/,823,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,064,Omicron Strike Craft,,False,Unit,Vigilance,3,"Republic,Vehicle,Transport",{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p},,1,2,3,1,Fernando Correa,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,065,Outer Rim Outlaws,,False,Unit,Vigilance,3,"Underworld,Bounty Hunter",{p}{shielded} {shielded-reminder}{/p},,0,3,3,1,Eric Hibbeler,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,Shielded,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,066,Trace Martez,Trusting Sister,True,Unit,Vigilance,3,"Fringe,Pilot","{p}Piloting [{R1}{Vigilance}]{/p}

{p}Attached unit gains: ""{b}On Attack:{/b} You may heal 2 total damage from any number of units.""{/p}",,0,2,5,2,Salomé Goré,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,067,Cloaked StarViper,,False,Unit,Vigilance,4,"Underworld,Vehicle,Fighter",{p}{b}When Played:{/b} Give 2 Shield tokens to this unit.{/p},,1,3,2,1,Earl John Dela Cruz,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,068,Perimeter AT-RT,,False,Unit,Vigilance,4,"Republic,Vehicle,Walker",{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p},,0,3,5,1,JB Casacop,2025-02-27,,,NULL,NULL,NULL,NULL,NULL,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,069,Munificent Frigate,,False,Unit,Vigilance,5,"Separatist,Vehicle,Capital Ship",,,1,4,7,1,Earl John Dela Cruz,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,070,U-Wing Lander,,False,Unit,Vigilance,5,"Rebel,Vehicle,Transport","{p}{b}When Played:{/b} Give 3 Experience tokens to this unit.{/p}

{p}{b}When this unit completes an attack:{/b} You may attach an upgrade on this unit to another eligible friendly {vehicle} unit.{/p}",,1,2,2,2,Erik Frobom,2025-02-27,,,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,071,CR90 Relief Runner,,False,Unit,Vigilance,6,"Rebel,Vehicle,Capital Ship","{p}{restore:2} {i}(When this unit attacks, heal 2 damage from your base.){/p}

{p}{b}When Defeated:{/b} Heal up to 3 damage from a unit or base.{/p}",,1,4,6,1,Ario Anindito,2025-02-12,FFG Stream,https://www.youtube.com/watch?v=nDo7WQuNCUA,NULL,NULL,NULL,NULL,NULL,Restore,False,NULL,NULL,NULL,NULL,,,,1.5,,,,,,,,,,,,,
JTL,072,Wing Guard Security Team,,False,Unit,Vigilance,6,"Fringe,Trooper","{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p}

{p}{b}When Played:{/b} Give a Shield token to each of up to 2 Fringe units.{/p}",,0,4,4,2,Omercan Cirit,2025-02-28,,,NULL,NULL,NULL,NULL,NULL,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,073,Grim Valor,,False,Upgrade,Vigilance,1,Innate,"{p}Attached unit gains: ""{b}When Defeated:{/b} You may exhausted a unit.""{/p}",,NULL,NULL,NULL,2,Kyle Petchock,2025-02-27,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,074,Close the Shield Gate,,False,Event,Vigilance,1,Tactic,"{p}Choose a base. The next time damage would be dealt to it this phase, prevent that damage.{/p}",,NULL,NULL,NULL,3,Johnny Morrow,2025-02-19,FFG,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,075,Repair,NULL,False,Event,Vigilance,1,Supply,{p}Heal 3 damage from a unit or base.{/p},NULL,NULL,NULL,NULL,1,Joshua Carson,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,076,Covering the Wing,,False,Event,Vigilance,2,Tactic,{p}Create an X-Wing token. You may give a Shield token to another unit.{/p},,NULL,NULL,NULL,1,Erik Frobom,2025-02-27,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,077,In the Heat of Battle,,False,Event,Vigilance,2,Disaster,{p}Each unit gains {sentinel} and loses {saboteur} for this phase.{/p},,NULL,NULL,NULL,3,Eslam AboShady,2025-02-26,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,078,Direct Hit,NULL,False,Event,Vigilance,4,Tactic,{p}Defeat a non-leader {vehicle} unit.{/p},NULL,NULL,NULL,NULL,1,Axel Hutt,2025-01-23,The Jodo Cast,https://www.youtube.com/watch?v=7Vo7nqq2ZNU,850,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,079,Out the Airlock,,False,Event,Vigilance,5,Tactic,{p}Give a unit -5/-5 for this phase.{/p},,NULL,NULL,NULL,1,Denis Medri,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,080,Nebula Ignition,,False,Event,Vigilance,9,Disaster,{p}Defeat each unit that isn't upgraded.{/p},,NULL,NULL,NULL,4,Johnny Morrow,2025-02-14,Don't Be Board,https://www.youtube.com/watch?v=K7MtkG-nYcU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,081,First Order TIE Fighter,NULL,False,Unit,"Command,Villainy",1,"First Order,Vehicle,Fighter","{p}While you control a token unit, this unit gains {raid:1}. {i}(It gets +1/+0 while attacking.){/i}{/p}",NULL,1,2,1,1,Shane Molina,2025-01-31,Nelson All Over Cards,https://www.youtube.com/watch?v=CiKKXUOEJ5c,872,0,0,0,0,Raid,True,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,082,Kijimi Patrollers,NULL,False,Unit,"Command,Villainy",2,"First Order,Vehicle,Fighter",{p}{b}When Played:{/b} Create a TIE Fighter token.{/p},NULL,1,1,1,1,Christian Papazoglakis,2025-01-23,The Jodo Cast,https://www.youtube.com/watch?v=7Vo7nqq2ZNU,849,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,1,,,,,,,,,,,,,,
JTL,083,Pantoran Starship Thief,,False,Unit,"Command,Villainy",2,"Underworld,Pilot","{p}{b}When Played:{/b} You may pay {R3}. If you do, attach this unit as an upgrade to a {fighter} or {transport} unit without a {pilot} on it. Take control of that unit.{/p}

{p}{b}When this upgrade detaches from a unit:{/b} That unit's owner takes control of it.{/p}",,0,2,2,3,Eric Hibbeler,2025-02-19,FFG Stream,https://www.youtube.com/watch?v=LxzljnKY7Hw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,084,Wingman Victor Two,Mauler Mithel,True,Unit,"Command,Villainy",2,"Imperial,Pilot","{p}{keyword}Piloting{/keyword} {b}[{R1}{Command}{Villainy}]{/b} {i}(You may play this as an upgrade on a friendly Vehicle without a Pilot.){/i}{/p}

{p}{b}When played as an upgrade:{/b} Create a TIE Fighter token.{/p}",NULL,0,3,2,2,Omercan Cirit,2025-02-07,FFG,https://www.instagram.com/unlimitedffg/reel/DFxvl4cp4JT/,NULL,NULL,NULL,NULL,NULL,Piloting,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,085,Victor Leader,Leading from the Front,True,Unit,"Command,Villainy",3,"Imperial,Vehicle,Fighter",{p}Each other friendly space unit gets +1/+1.{/p},NULL,1,2,4,3,Francois Cannels,2025-02-06,wooooo,https://www.youtube.com/watch?v=WXv3vxlamzI,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,086,Wingman Victor Three,Backstabber,True,Unit,"Command,Villainy",3,"Imperial,Pilot","{p}{keyword}Piloting{/keyword} {b}[{R1}{Command}{Vigilance}] {i}(You may play this as an upgrade on a friendly Vehicle without a a Pilot.){/i}{/p}

{p}{b}When played as an upgrade:{/b} You may give an Experience token to a unit other than the attached unit.{/p}",NULL,0,4,3,2,Tatsiana Maksimuk,2025-02-08,Ice Cave Radio,https://www.youtube.com/watch?v=ZR0HQgMaCYw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
JTL,087,TIE Ambush Squadron,,False,Unit,"Command,Villainy",4,"Imperial,Vehicle,Fighter","{p}{ambush} {ambush-reminder}{/p}

{p}{b}When Played/When Defeated:{/b} Create a TIE Fighter token.{/p}",,1,2,3,1,Shane Molina,2025-02-12,FFG Stream,https://www.youtube.com/watch?v=nDo7WQuNCUA,NULL,NULL,NULL,NULL,NULL,Ambush,False,NULL,NULL,NULL,NULL,,,1.5,,,,,,,,,,,,,,
